trip,type,direction,stop|苹果园|0103|0|1|A|1,stop|苹果园|0103|0|1|D|1,stop|古城路|0104|40|1|A|2,stop|古城路|0104|40|1|D|2,stop|八角游乐园|0105|80|1|A|3,stop|八角游乐园|0105|80|1|D|3,stop|八宝山|0106|120|1|A|4,stop|八宝山|0106|120|1|D|4,stop|玉泉路|0107|160|1|A|5,stop|玉泉路|0107|160|1|D|5,stop|五棵松|0108|200|1|A|6,stop|五棵松|0108|200|1|D|6,stop|万寿路|0109|240|1|A|7,stop|万寿路|0109|240|1|D|7,stop|公主坟（1号线）|0110|280|1|A|8,stop|公主坟（1号线）|0110|280|1|D|8,stop|军事博物馆（1号线）|0111|320|1|A|9,stop|军事博物馆（1号线）|0111|320|1|D|9,stop|木樨地|0112|360|1|A|10,stop|木樨地|0112|360|1|D|10,stop|南礼士路|0113|400|1|A|11,stop|南礼士路|0113|400|1|D|11,stop|复兴门（1号线）|0114|440|1|A|12,stop|复兴门（1号线）|0114|440|1|D|12,stop|西单（1号线）|0115|480|1|A|13,stop|西单（1号线）|0115|480|1|D|13,stop|天安门西|0116|520|1|A|14,stop|天安门西|0116|520|1|D|14,stop|天安门东|0117|560|1|A|15,stop|天安门东|0117|560|1|D|15,stop|王府井|0118|600|1|A|16,stop|王府井|0118|600|1|D|16,stop|东单（1号线）|0119|640|1|A|17,stop|东单（1号线）|0119|640|1|D|17,stop|建国门（1号线）|0120|680|1|A|18,stop|建国门（1号线）|0120|680|1|D|18,stop|永安里|0121|720|1|A|19,stop|永安里|0121|720|1|D|19,stop|国贸（1号线）|0122|760|1|A|20,stop|国贸（1号线）|0122|760|1|D|20,stop|大望路|0123|800|1|A|21,stop|大望路|0123|800|1|D|21,stop|四惠（1号线）|0124|840|1|A|22,stop|四惠（1号线）|0124|840|1|D|22,stop|四惠东（1号线）|0125|880|1|A|23,stop|四惠东（1号线）|0125|880|1|D|23
1106,REAL,1,20140702094940,20140702094840,20140702094500,20140702094430,20140702094200,20140702094130,20140702093900,20140702093830,20140702093630,20140702093600,20140702093340,20140702093305,20140702093055,20140702093020,20140702092830,20140702092750,20140702092610,20140702092520,20140702092340,20140702092310,20140702092110,20140702092044,20140702091944,20140702091901,20140702091701,20140702091621,20140702091451,20140702091425,20140702091255,20140702091229,20140702091059,20140702091029,20140702090909,20140702090829,20140702090639,20140702090558,20140702090358,20140702090328,20140702090218,20140702090133,20140702085933,20140702085855,20140702085625,20140702085555,20140702085325,20140702085225
1107,REAL,1,20140702095145,20140702095045,20140702094705,20140702094635,20140702094405,20140702094335,20140702094105,20140702094035,20140702093835,20140702093805,20140702093545,20140702093510,20140702093300,20140702093225,20140702093035,20140702092955,20140702092815,20140702092725,20140702092545,20140702092515,20140702092315,20140702092249,20140702092149,20140702092106,20140702091906,20140702091826,20140702091656,20140702091630,20140702091500,20140702091434,20140702091304,20140702091234,20140702091114,20140702091034,20140702090844,20140702090803,20140702090603,20140702090533,20140702090423,20140702090338,20140702090138,20140702090100,20140702085830,20140702085800,20140702085530,20140702085430
1108,REAL,1,20140702095350,20140702095250,20140702094910,20140702094840,20140702094610,20140702094540,20140702094310,20140702094240,20140702094040,20140702094010,20140702093750,20140702093715,20140702093505,20140702093430,20140702093240,20140702093200,20140702093020,20140702092930,20140702092750,20140702092720,20140702092520,20140702092454,20140702092354,20140702092311,20140702092111,20140702092031,20140702091901,20140702091835,20140702091705,20140702091639,20140702091509,20140702091439,20140702091319,20140702091239,20140702091049,20140702091008,20140702090808,20140702090738,20140702090628,20140702090543,20140702090343,20140702090305,20140702090035,20140702090005,20140702085735,20140702085635
1109,REAL,1,-,-,20140702095115,20140702095045,20140702094815,20140702094745,20140702094515,20140702094445,20140702094245,20140702094215,20140702093955,20140702093920,20140702093710,20140702093635,20140702093445,20140702093405,20140702093225,20140702093135,20140702092955,20140702092925,20140702092725,20140702092659,20140702092559,20140702092516,20140702092316,20140702092236,20140702092106,20140702092040,20140702091910,20140702091844,20140702091714,20140702091644,20140702091524,20140702091444,20140702091254,20140702091213,20140702091013,20140702090943,20140702090833,20140702090748,20140702090548,20140702090510,20140702090240,20140702090210,20140702085940,20140702085840
1110,REAL,1,20140702095800,20140702095700,20140702095320,20140702095250,20140702095020,20140702094950,20140702094720,20140702094650,20140702094450,20140702094420,20140702094200,20140702094125,20140702093915,20140702093840,20140702093650,20140702093610,20140702093430,20140702093340,20140702093200,20140702093130,20140702092930,20140702092904,20140702092804,20140702092721,20140702092521,20140702092441,20140702092311,20140702092245,20140702092115,20140702092049,20140702091919,20140702091849,20140702091729,20140702091649,20140702091459,20140702091418,20140702091218,20140702091148,20140702091038,20140702090953,20140702090753,20140702090715,20140702090445,20140702090415,20140702090145,20140702090045
1111,REAL,1,20140702100015,20140702095915,20140702095535,20140702095505,20140702095235,20140702095205,20140702094935,20140702094905,20140702094705,20140702094635,20140702094415,20140702094340,20140702094130,20140702094055,20140702093905,20140702093825,20140702093645,20140702093555,20140702093415,20140702093345,20140702093145,20140702093119,20140702093019,20140702092936,20140702092736,20140702092656,20140702092526,20140702092500,20140702092330,20140702092304,20140702092134,20140702092104,20140702091944,20140702091904,20140702091714,20140702091633,20140702091433,20140702091403,20140702091253,20140702091208,20140702091008,20140702090930,20140702090700,20140702090630,20140702090400,20140702090300
1112,REAL,1,-,-,20140702095750,20140702095720,20140702095450,20140702095420,20140702095150,20140702095120,20140702094920,20140702094850,20140702094630,20140702094555,20140702094345,20140702094310,20140702094120,20140702094040,20140702093900,20140702093810,20140702093630,20140702093600,20140702093400,20140702093334,20140702093234,20140702093151,20140702092951,20140702092911,20140702092741,20140702092715,20140702092545,20140702092519,20140702092349,20140702092319,20140702092159,20140702092119,20140702091929,20140702091848,20140702091648,20140702091618,20140702091508,20140702091423,20140702091223,20140702091145,20140702090915,20140702090845,20140702090615,20140702090515
1113,REAL,1,20140702100445,20140702100345,20140702100005,20140702095935,20140702095705,20140702095635,20140702095405,20140702095335,20140702095135,20140702095105,20140702094845,20140702094810,20140702094600,20140702094525,20140702094335,20140702094255,20140702094115,20140702094025,20140702093845,20140702093815,20140702093615,20140702093549,20140702093449,20140702093406,20140702093206,20140702093126,20140702092956,20140702092930,20140702092800,20140702092734,20140702092604,20140702092534,20140702092414,20140702092334,20140702092144,20140702092103,20140702091903,20140702091833,20140702091723,20140702091638,20140702091438,20140702091400,20140702091130,20140702091100,20140702090830,20140702090730
1114,REAL,1,20140702100700,20140702100600,20140702100220,20140702100150,20140702095920,20140702095850,20140702095620,20140702095550,20140702095350,20140702095320,20140702095100,20140702095025,20140702094815,20140702094740,20140702094550,20140702094510,20140702094330,20140702094240,20140702094100,20140702094030,20140702093830,20140702093804,20140702093704,20140702093621,20140702093421,20140702093341,20140702093211,20140702093145,20140702093015,20140702092949,20140702092819,20140702092749,20140702092629,20140702092549,20140702092359,20140702092318,20140702092118,20140702092048,20140702091938,20140702091853,20140702091653,20140702091615,20140702091345,20140702091315,20140702091045,20140702090945
1115,REAL,1,20140702100915,20140702100815,20140702100435,20140702100405,20140702100135,20140702100105,20140702095835,20140702095805,20140702095605,20140702095535,20140702095315,20140702095240,20140702095030,20140702094955,20140702094805,20140702094725,20140702094545,20140702094455,20140702094315,20140702094245,20140702094045,20140702094019,20140702093919,20140702093836,20140702093636,20140702093556,20140702093426,20140702093400,20140702093230,20140702093204,20140702093034,20140702093004,20140702092844,20140702092804,20140702092614,20140702092533,20140702092333,20140702092303,20140702092153,20140702092108,20140702091908,20140702091830,20140702091600,20140702091530,20140702091300,20140702091200
1116,REAL,1,-,-,20140702100650,20140702100620,20140702100350,20140702100320,20140702100050,20140702100020,20140702095820,20140702095750,20140702095530,20140702095455,20140702095245,20140702095210,20140702095020,20140702094940,20140702094800,20140702094710,20140702094530,20140702094500,20140702094300,20140702094234,20140702094134,20140702094051,20140702093851,20140702093811,20140702093641,20140702093615,20140702093445,20140702093419,20140702093249,20140702093219,20140702093059,20140702093019,20140702092829,20140702092748,20140702092548,20140702092518,20140702092408,20140702092323,20140702092123,20140702092045,20140702091815,20140702091745,20140702091515,20140702091415
1117,REAL,1,20140702101345,20140702101245,20140702100905,20140702100835,20140702100605,20140702100535,20140702100305,20140702100235,20140702100035,20140702100005,20140702095745,20140702095710,20140702095500,20140702095425,20140702095235,20140702095155,20140702095015,20140702094925,20140702094745,20140702094715,20140702094515,20140702094449,20140702094349,20140702094306,20140702094106,20140702094026,20140702093856,20140702093830,20140702093700,20140702093634,20140702093504,20140702093434,20140702093314,20140702093234,20140702093044,20140702093003,20140702092803,20140702092733,20140702092623,20140702092538,20140702092338,20140702092300,20140702092030,20140702092000,20140702091730,20140702091630
1118,REAL,1,20140702101535,20140702101505,20140702101125,20140702101055,20140702100825,20140702100755,20140702100525,20140702100455,20140702100255,20140702100225,20140702100005,20140702095930,20140702095720,20140702095645,20140702095455,20140702095415,20140702095235,20140702095145,20140702095005,20140702094935,20140702094735,20140702094709,20140702094609,20140702094526,20140702094326,20140702094246,20140702094116,20140702094050,20140702093920,20140702093854,20140702093724,20140702093654,20140702093534,20140702093454,20140702093304,20140702093223,20140702093023,20140702092953,20140702092843,20140702092758,20140702092558,20140702092520,20140702092250,20140702092220,20140702091950,20140702091850
1119,REAL,1,20140702101835,20140702101735,20140702101355,20140702101325,20140702101055,20140702101025,20140702100755,20140702100725,20140702100525,20140702100455,20140702100235,20140702100200,20140702095950,20140702095915,20140702095725,20140702095645,20140702095505,20140702095415,20140702095235,20140702095205,20140702095005,20140702094939,20140702094839,20140702094756,20140702094556,20140702094516,20140702094346,20140702094320,20140702094150,20140702094124,20140702093954,20140702093924,20140702093804,20140702093724,20140702093534,20140702093453,20140702093253,20140702093223,20140702093113,20140702093028,20140702092828,20140702092750,20140702092520,20140702092450,20140702092220,20140702092120
1120,REAL,1,20140702102120,20140702102020,20140702101640,20140702101610,20140702101340,20140702101310,20140702101040,20140702101010,20140702100810,20140702100740,20140702100520,20140702100445,20140702100235,20140702100200,20140702100010,20140702095930,20140702095750,20140702095700,20140702095520,20140702095450,20140702095250,20140702095224,20140702095124,20140702095041,20140702094841,20140702094801,20140702094631,20140702094605,20140702094435,20140702094409,20140702094239,20140702094209,20140702094049,20140702094009,20140702093819,20140702093738,20140702093538,20140702093508,20140702093358,20140702093313,20140702093113,20140702093035,20140702092805,20140702092720,20140702092450,20140702092350
1122,REAL,1,20140702102500,20140702102400,20140702102020,20140702101950,20140702101720,20140702101650,20140702101420,20140702101350,20140702101150,20140702101120,20140702100900,20140702100825,20140702100615,20140702100540,20140702100350,20140702100310,20140702100130,20140702100040,20140702095900,20140702095830,20140702095630,20140702095604,20140702095504,20140702095421,20140702095221,20140702095141,20140702095011,20140702094945,20140702094815,20140702094749,20140702094619,20140702094549,20140702094429,20140702094349,20140702094159,20140702094118,20140702093918,20140702093848,20140702093738,20140702093653,20140702093453,20140702093415,20140702093145,20140702093115,20140702092845,20140702092745
1123,REAL,1,20140702102750,20140702102650,20140702102310,20140702102240,20140702102010,20140702101940,20140702101710,20140702101640,20140702101440,20140702101410,20140702101150,20140702101115,20140702100905,20140702100830,20140702100640,20140702100600,20140702100420,20140702100330,20140702100150,20140702100120,20140702095920,20140702095854,20140702095754,20140702095711,20140702095511,20140702095431,20140702095301,20140702095235,20140702095105,20140702095039,20140702094909,20140702094839,20140702094719,20140702094639,20140702094449,20140702094408,20140702094208,20140702094138,20140702094028,20140702093943,20140702093743,20140702093705,20140702093435,20140702093335,20140702093105,20140702093005
1124,REAL,1,20140702103120,20140702103020,20140702102640,20140702102610,20140702102340,20140702102310,20140702102040,20140702102010,20140702101810,20140702101740,20140702101520,20140702101445,20140702101235,20140702101200,20140702101010,20140702100930,20140702100750,20140702100700,20140702100520,20140702100450,20140702100250,20140702100224,20140702100124,20140702100041,20140702095841,20140702095801,20140702095631,20140702095605,20140702095435,20140702095409,20140702095239,20140702095209,20140702095049,20140702095009,20140702094819,20140702094738,20140702094538,20140702094508,20140702094358,20140702094313,20140702094113,20140702094035,20140702093805,20140702093735,20140702093505,20140702093405
1125,REAL,1,20140702103410,20140702103310,20140702102930,20140702102900,20140702102630,20140702102600,20140702102330,20140702102300,20140702102100,20140702102030,20140702101810,20140702101735,20140702101525,20140702101450,20140702101300,20140702101220,20140702101040,20140702100950,20140702100810,20140702100740,20140702100540,20140702100514,20140702100414,20140702100331,20140702100131,20140702100051,20140702095921,20140702095855,20140702095725,20140702095659,20140702095529,20140702095459,20140702095339,20140702095259,20140702095109,20140702095028,20140702094828,20140702094758,20140702094648,20140702094603,20140702094403,20140702094325,20140702094055,20140702093955,20140702093725,20140702093625
1126,REAL,1,20140702103735,20140702103635,20140702103255,20140702103225,20140702102955,20140702102925,20140702102655,20140702102625,20140702102425,20140702102355,20140702102135,20140702102100,20140702101850,20140702101815,20140702101625,20140702101545,20140702101405,20140702101315,20140702101135,20140702101105,20140702100905,20140702100839,20140702100739,20140702100656,20140702100456,20140702100416,20140702100246,20140702100220,20140702100050,20140702100024,20140702095854,20140702095824,20140702095704,20140702095624,20140702095434,20140702095353,20140702095153,20140702095123,20140702095013,20140702094928,20140702094728,20140702094650,20140702094420,20140702094350,20140702094120,20140702094020
1127,REAL,1,20140702104015,20140702103915,20140702103535,20140702103505,20140702103235,20140702103205,20140702102935,20140702102905,20140702102705,20140702102635,20140702102415,20140702102340,20140702102130,20140702102055,20140702101905,20140702101825,20140702101645,20140702101555,20140702101415,20140702101345,20140702101145,20140702101119,20140702101019,20140702100936,20140702100736,20140702100656,20140702100526,20140702100500,20140702100330,20140702100304,20140702100134,20140702100104,20140702095944,20140702095904,20140702095714,20140702095633,20140702095433,20140702095403,20140702095253,20140702095208,20140702095008,20140702094930,20140702094700,20140702094600,20140702094330,20140702094230
1128,REAL,1,20140702104350,20140702104250,20140702103910,20140702103840,20140702103610,20140702103540,20140702103310,20140702103240,20140702103040,20140702103010,20140702102750,20140702102715,20140702102505,20140702102430,20140702102240,20140702102200,20140702102020,20140702101930,20140702101750,20140702101720,20140702101520,20140702101454,20140702101354,20140702101311,20140702101111,20140702101031,20140702100901,20140702100835,20140702100705,20140702100639,20140702100509,20140702100439,20140702100319,20140702100239,20140702100049,20140702100008,20140702095808,20140702095738,20140702095628,20140702095543,20140702095343,20140702095305,20140702095035,20140702095005,20140702094735,20140702094635
1129,REAL,1,20140702104640,20140702104540,20140702104200,20140702104130,20140702103900,20140702103830,20140702103600,20140702103530,20140702103330,20140702103300,20140702103040,20140702103005,20140702102755,20140702102720,20140702102530,20140702102450,20140702102310,20140702102220,20140702102040,20140702102010,20140702101810,20140702101744,20140702101644,20140702101601,20140702101401,20140702101321,20140702101151,20140702101125,20140702100955,20140702100929,20140702100759,20140702100729,20140702100609,20140702100529,20140702100339,20140702100258,20140702100058,20140702100028,20140702095918,20140702095833,20140702095633,20140702095555,20140702095325,20140702095225,20140702094955,20140702094855
1130,REAL,1,20140702105010,20140702104910,20140702104530,20140702104500,20140702104230,20140702104200,20140702103930,20140702103900,20140702103700,20140702103630,20140702103410,20140702103335,20140702103125,20140702103050,20140702102900,20140702102820,20140702102640,20140702102550,20140702102410,20140702102340,20140702102140,20140702102114,20140702102014,20140702101931,20140702101731,20140702101651,20140702101521,20140702101455,20140702101325,20140702101259,20140702101129,20140702101059,20140702100939,20140702100859,20140702100709,20140702100628,20140702100428,20140702100358,20140702100248,20140702100203,20140702100003,20140702095925,20140702095655,20140702095625,20140702095355,20140702095255
1131,REAL,1,20140702105310,20140702105210,20140702104830,20140702104800,20140702104530,20140702104500,20140702104230,20140702104200,20140702104000,20140702103930,20140702103710,20140702103635,20140702103425,20140702103350,20140702103200,20140702103120,20140702102940,20140702102850,20140702102710,20140702102640,20140702102440,20140702102414,20140702102314,20140702102231,20140702102031,20140702101951,20140702101821,20140702101755,20140702101625,20140702101559,20140702101429,20140702101359,20140702101239,20140702101159,20140702101009,20140702100928,20140702100728,20140702100658,20140702100548,20140702100503,20140702100303,20140702100225,20140702095955,20140702095855,20140702095625,20140702095525
1132,REAL,1,20140702105655,20140702105555,20140702105215,20140702105145,20140702104915,20140702104845,20140702104615,20140702104545,20140702104345,20140702104315,20140702104055,20140702104020,20140702103810,20140702103735,20140702103545,20140702103505,20140702103325,20140702103235,20140702103055,20140702103025,20140702102825,20140702102759,20140702102659,20140702102616,20140702102416,20140702102336,20140702102206,20140702102140,20140702102010,20140702101944,20140702101814,20140702101744,20140702101624,20140702101544,20140702101354,20140702101313,20140702101113,20140702101043,20140702100933,20140702100848,20140702100648,20140702100610,20140702100340,20140702100310,20140702100040,20140702095940
1133,REAL,1,20140702105955,20140702105855,20140702105515,20140702105445,20140702105215,20140702105145,20140702104915,20140702104845,20140702104645,20140702104615,20140702104355,20140702104320,20140702104110,20140702104035,20140702103845,20140702103805,20140702103625,20140702103535,20140702103355,20140702103325,20140702103125,20140702103059,20140702102959,20140702102916,20140702102716,20140702102636,20140702102506,20140702102440,20140702102310,20140702102244,20140702102114,20140702102044,20140702101924,20140702101844,20140702101654,20140702101613,20140702101413,20140702101343,20140702101233,20140702101148,20140702100948,20140702100910,20140702100640,20140702100540,20140702100310,20140702100210
1134,REAL,1,20140702110325,20140702110225,20140702105845,20140702105815,20140702105545,20140702105515,20140702105245,20140702105215,20140702105015,20140702104945,20140702104725,20140702104650,20140702104440,20140702104405,20140702104215,20140702104135,20140702103955,20140702103905,20140702103725,20140702103655,20140702103455,20140702103429,20140702103329,20140702103246,20140702103046,20140702103006,20140702102836,20140702102810,20140702102640,20140702102614,20140702102444,20140702102414,20140702102254,20140702102214,20140702102024,20140702101943,20140702101743,20140702101713,20140702101603,20140702101518,20140702101318,20140702101240,20140702101010,20140702100940,20140702100710,20140702100610
1135,REAL,1,20140702110645,20140702110545,20140702110205,20140702110135,20140702105905,20140702105835,20140702105605,20140702105535,20140702105335,20140702105305,20140702105045,20140702105010,20140702104800,20140702104725,20140702104535,20140702104455,20140702104315,20140702104225,20140702104045,20140702104015,20140702103815,20140702103749,20140702103649,20140702103606,20140702103406,20140702103326,20140702103156,20140702103130,20140702103000,20140702102934,20140702102804,20140702102734,20140702102614,20140702102534,20140702102344,20140702102303,20140702102103,20140702102033,20140702101923,20140702101838,20140702101638,20140702101600,20140702101330,20140702101300,20140702101030,20140702100930
1136,REAL,1,20140702111045,20140702110945,20140702110605,20140702110535,20140702110305,20140702110235,20140702110005,20140702105935,20140702105735,20140702105705,20140702105445,20140702105410,20140702105200,20140702105125,20140702104935,20140702104855,20140702104715,20140702104625,20140702104445,20140702104415,20140702104215,20140702104149,20140702104049,20140702104006,20140702103806,20140702103726,20140702103556,20140702103530,20140702103400,20140702103334,20140702103204,20140702103134,20140702103014,20140702102934,20140702102744,20140702102703,20140702102503,20140702102433,20140702102323,20140702102238,20140702102038,20140702102000,20140702101730,20140702101700,20140702101430,20140702101330
1137,REAL,1,20140702111415,20140702111315,20140702110935,20140702110905,20140702110635,20140702110605,20140702110335,20140702110305,20140702110105,20140702110035,20140702105815,20140702105740,20140702105530,20140702105455,20140702105305,20140702105225,20140702105045,20140702104955,20140702104815,20140702104745,20140702104545,20140702104519,20140702104419,20140702104336,20140702104136,20140702104056,20140702103926,20140702103900,20140702103730,20140702103704,20140702103534,20140702103504,20140702103344,20140702103304,20140702103114,20140702103033,20140702102833,20140702102803,20140702102653,20140702102608,20140702102408,20140702102330,20140702102100,20140702102030,20140702101800,20140702101700
1138,REAL,1,20140702111815,20140702111715,20140702111335,20140702111305,20140702111035,20140702111005,20140702110735,20140702110705,20140702110505,20140702110435,20140702110215,20140702110140,20140702105930,20140702105855,20140702105705,20140702105625,20140702105445,20140702105355,20140702105215,20140702105145,20140702104945,20140702104919,20140702104819,20140702104736,20140702104536,20140702104456,20140702104326,20140702104300,20140702104130,20140702104104,20140702103934,20140702103904,20140702103744,20140702103704,20140702103514,20140702103433,20140702103233,20140702103203,20140702103053,20140702103008,20140702102808,20140702102730,20140702102500,20140702102430,20140702102200,20140702102100
1139,REAL,1,20140702112115,20140702112015,20140702111635,20140702111605,20140702111335,20140702111305,20140702111035,20140702111005,20140702110805,20140702110735,20140702110515,20140702110440,20140702110230,20140702110155,20140702110005,20140702105925,20140702105745,20140702105655,20140702105515,20140702105445,20140702105245,20140702105219,20140702105119,20140702105036,20140702104836,20140702104756,20140702104626,20140702104600,20140702104430,20140702104404,20140702104234,20140702104204,20140702104044,20140702104004,20140702103814,20140702103733,20140702103533,20140702103503,20140702103353,20140702103308,20140702103108,20140702103030,20140702102800,20140702102730,20140702102500,20140702102400
1140,REAL,1,20140702112455,20140702112355,20140702112015,20140702111945,20140702111715,20140702111645,20140702111415,20140702111345,20140702111145,20140702111115,20140702110855,20140702110820,20140702110610,20140702110535,20140702110345,20140702110305,20140702110125,20140702110035,20140702105855,20140702105825,20140702105625,20140702105559,20140702105459,20140702105416,20140702105216,20140702105136,20140702105006,20140702104940,20140702104810,20140702104744,20140702104614,20140702104544,20140702104424,20140702104344,20140702104154,20140702104113,20140702103913,20140702103843,20140702103733,20140702103648,20140702103448,20140702103410,20140702103140,20140702103110,20140702102840,20140702102740
1141,REAL,1,20140702112805,20140702112705,20140702112325,20140702112255,20140702112025,20140702111955,20140702111725,20140702111655,20140702111455,20140702111425,20140702111205,20140702111130,20140702110920,20140702110845,20140702110655,20140702110615,20140702110435,20140702110345,20140702110205,20140702110135,20140702105935,20140702105909,20140702105809,20140702105726,20140702105526,20140702105446,20140702105316,20140702105250,20140702105120,20140702105054,20140702104924,20140702104854,20140702104734,20140702104654,20140702104504,20140702104423,20140702104223,20140702104153,20140702104043,20140702103958,20140702103758,20140702103720,20140702103450,20140702103420,20140702103150,20140702103050
1142,REAL,1,20140702113105,20140702113005,20140702112625,20140702112555,20140702112325,20140702112255,20140702112025,20140702111955,20140702111755,20140702111725,20140702111505,20140702111430,20140702111220,20140702111145,20140702110955,20140702110915,20140702110735,20140702110645,20140702110505,20140702110435,20140702110235,20140702110209,20140702110109,20140702110026,20140702105826,20140702105746,20140702105616,20140702105550,20140702105420,20140702105354,20140702105224,20140702105154,20140702105034,20140702104954,20140702104804,20140702104723,20140702104523,20140702104453,20140702104343,20140702104258,20140702104058,20140702104020,20140702103750,20140702103720,20140702103450,20140702103350
1143,REAL,1,20140702113505,20140702113405,20140702113025,20140702112955,20140702112725,20140702112655,20140702112425,20140702112355,20140702112155,20140702112125,20140702111905,20140702111830,20140702111620,20140702111545,20140702111355,20140702111315,20140702111135,20140702111045,20140702110905,20140702110835,20140702110635,20140702110609,20140702110509,20140702110426,20140702110226,20140702110146,20140702110016,20140702105950,20140702105820,20140702105754,20140702105624,20140702105554,20140702105434,20140702105354,20140702105204,20140702105123,20140702104923,20140702104853,20140702104743,20140702104658,20140702104458,20140702104420,20140702104150,20140702104120,20140702103850,20140702103750
1144,REAL,1,20140702113805,20140702113705,20140702113325,20140702113255,20140702113025,20140702112955,20140702112725,20140702112655,20140702112455,20140702112425,20140702112205,20140702112130,20140702111920,20140702111845,20140702111655,20140702111615,20140702111435,20140702111345,20140702111205,20140702111135,20140702110935,20140702110909,20140702110809,20140702110726,20140702110526,20140702110446,20140702110316,20140702110250,20140702110120,20140702110054,20140702105924,20140702105854,20140702105734,20140702105654,20140702105504,20140702105423,20140702105223,20140702105153,20140702105043,20140702104958,20140702104758,20140702104720,20140702104450,20140702104420,20140702104150,20140702104050
1145,REAL,1,20140702114105,20140702114005,20140702113625,20140702113555,20140702113325,20140702113255,20140702113025,20140702112955,20140702112755,20140702112725,20140702112505,20140702112430,20140702112220,20140702112145,20140702111955,20140702111915,20140702111735,20140702111645,20140702111505,20140702111435,20140702111235,20140702111209,20140702111109,20140702111026,20140702110826,20140702110746,20140702110616,20140702110550,20140702110420,20140702110354,20140702110224,20140702110154,20140702110034,20140702105954,20140702105804,20140702105723,20140702105523,20140702105453,20140702105343,20140702105258,20140702105058,20140702105020,20140702104750,20140702104720,20140702104450,20140702104350
1146,REAL,1,20140702114505,20140702114405,20140702114025,20140702113955,20140702113725,20140702113655,20140702113425,20140702113355,20140702113155,20140702113125,20140702112905,20140702112830,20140702112620,20140702112545,20140702112355,20140702112315,20140702112135,20140702112045,20140702111905,20140702111835,20140702111635,20140702111609,20140702111509,20140702111426,20140702111226,20140702111146,20140702111016,20140702110950,20140702110820,20140702110754,20140702110624,20140702110554,20140702110434,20140702110354,20140702110204,20140702110123,20140702105923,20140702105853,20140702105743,20140702105658,20140702105458,20140702105420,20140702105150,20140702105120,20140702104850,20140702104750
1147,REAL,1,20140702114745,20140702114645,20140702114305,20140702114235,20140702114005,20140702113935,20140702113705,20140702113635,20140702113435,20140702113405,20140702113145,20140702113110,20140702112900,20140702112825,20140702112635,20140702112555,20140702112415,20140702112325,20140702112145,20140702112115,20140702111915,20140702111849,20140702111749,20140702111706,20140702111506,20140702111426,20140702111256,20140702111230,20140702111100,20140702111034,20140702110904,20140702110834,20140702110714,20140702110634,20140702110444,20140702110403,20140702110203,20140702110133,20140702110023,20140702105938,20140702105738,20140702105700,20140702105430,20140702105400,20140702105130,20140702105030
1148,REAL,1,20140702115055,20140702114955,20140702114615,20140702114545,20140702114315,20140702114245,20140702114015,20140702113945,20140702113745,20140702113715,20140702113455,20140702113420,20140702113210,20140702113135,20140702112945,20140702112905,20140702112725,20140702112635,20140702112455,20140702112425,20140702112225,20140702112159,20140702112059,20140702112016,20140702111816,20140702111736,20140702111606,20140702111540,20140702111410,20140702111344,20140702111214,20140702111144,20140702111024,20140702110944,20140702110754,20140702110713,20140702110513,20140702110443,20140702110333,20140702110248,20140702110048,20140702110010,20140702105740,20140702105710,20140702105440,20140702105340
1149,REAL,1,20140702115405,20140702115305,20140702114925,20140702114855,20140702114625,20140702114555,20140702114325,20140702114255,20140702114055,20140702114025,20140702113805,20140702113730,20140702113520,20140702113445,20140702113255,20140702113215,20140702113035,20140702112945,20140702112805,20140702112735,20140702112535,20140702112509,20140702112409,20140702112326,20140702112126,20140702112046,20140702111916,20140702111850,20140702111720,20140702111654,20140702111524,20140702111454,20140702111334,20140702111254,20140702111104,20140702111023,20140702110823,20140702110753,20140702110643,20140702110558,20140702110358,20140702110320,20140702110050,20140702110020,20140702105750,20140702105650
1150,REAL,1,20140702115715,20140702115615,20140702115235,20140702115205,20140702114935,20140702114905,20140702114635,20140702114605,20140702114405,20140702114335,20140702114115,20140702114040,20140702113830,20140702113755,20140702113605,20140702113525,20140702113345,20140702113255,20140702113115,20140702113045,20140702112845,20140702112819,20140702112719,20140702112636,20140702112436,20140702112356,20140702112226,20140702112200,20140702112030,20140702112004,20140702111834,20140702111804,20140702111644,20140702111604,20140702111414,20140702111333,20140702111133,20140702111103,20140702110953,20140702110908,20140702110708,20140702110630,20140702110400,20140702110330,20140702110100,20140702110000
1151,REAL,1,20140702120025,20140702115925,20140702115545,20140702115515,20140702115245,20140702115215,20140702114945,20140702114915,20140702114715,20140702114645,20140702114425,20140702114350,20140702114140,20140702114105,20140702113915,20140702113835,20140702113655,20140702113605,20140702113425,20140702113355,20140702113155,20140702113129,20140702113029,20140702112946,20140702112746,20140702112706,20140702112536,20140702112510,20140702112340,20140702112314,20140702112144,20140702112114,20140702111954,20140702111914,20140702111724,20140702111643,20140702111443,20140702111413,20140702111303,20140702111218,20140702111018,20140702110940,20140702110710,20140702110640,20140702110410,20140702110310
